Date (GMT+2),Non-Renewable,Renewable,Day Ahead Auction (GR)
2026-01-01T13:15+02:00,1055,6525,26.06
2026-01-01T13:30+02:00,1055,6525,29.66
2026-01-01T13:45+02:00,1055,6525,34.63
2026-01-01T14:00+02:00,1195,5590,40.01
2026-01-01T14:15+02:00,1195,5590,40
2026-01-01T14:30+02:00,1195,5590,31.94
2026-01-01T14:45+02:00,1195,5590,32.96
2026-01-01T15:00+02:00,1924,3941,38.99
2026-01-01T15:15+02:00,1924,3941,54.88
2026-01-01T15:30+02:00,1924,3941,54.69
2026-01-01T15:45+02:00,1924,3941,80.27
2026-01-01T16:00+02:00,3103,1710,81.01
2026-01-01T16:15+02:00,3103,1710,86.08
2026-01-01T16:30+02:00,3103,1710,104.05
2026-01-01T16:45+02:00,3103,1710,132.24
2026-01-01T17:00+02:00,3647,1006,108.78
2026-01-01T17:15+02:00,3647,1006,110.89
2026-01-01T17:30+02:00,3647,1006,123.08
2026-01-01T17:45+02:00,3647,1006,103.07
2026-01-01T18:00+02:00,3839,1112,125.05
2026-01-01T18:15+02:00,3839,1112,123.57
2026-01-01T18:30+02:00,3839,1112,109.46
2026-01-01T18:45+02:00,3839,1112,121.92
2026-01-01T19:00+02:00,3765,1207,126.87
2026-01-01T19:15+02:00,3765,1207,127.54
2026-01-01T19:30+02:00,3765,1207,118.71
2026-01-01T19:45+02:00,3765,1207,108.15
2026-01-01T20:00+02:00,3785,1096,106.36
2026-01-01T20:15+02:00,3785,1096,105.64
2026-01-01T20:30+02:00,3785,1096,129.18
2026-01-01T20:45+02:00,3785,1096,140.47
2026-01-01T21:00+02:00,3753,873,127.85
2026-01-01T21:15+02:00,3753,873,125.38
2026-01-01T21:30+02:00,3753,873,120.18
2026-01-01T21:45+02:00,3753,873,104.05
2026-01-01T22:00+02:00,4119,849,127.9
2026-01-01T22:15+02:00,4119,849,125.27
2026-01-01T22:30+02:00,4119,849,107.46
2026-01-01T22:45+02:00,4119,849,99.37
2026-01-01T23:00+02:00,4402,918,108.27
2026-01-01T23:15+02:00,4402,918,126.37
2026-01-01T23:30+02:00,4402,918,104.06
2026-01-01T23:45+02:00,4402,918,98.42
2026-01-02T00:00+02:00,3887,974,98.97
2026-01-02T00:15+02:00,3887,974,97.37
2026-01-02T00:30+02:00,3887,974,97.18
2026-01-02T00:45+02:00,3887,974,95.98
2026-01-02T01:00+02:00,3431,973,92.04
2026-01-02T01:15+02:00,3431,973,87.05
2026-01-02T01:30+02:00,3431,973,92.88
2026-01-02T01:45+02:00,3431,973,92.46
2026-01-02T02:00+02:00,3139,1040,92.17
2026-01-02T02:15+02:00,3139,1040,87.27
2026-01-02T02:30+02:00,3139,1040,83.5
2026-01-02T02:45+02:00,3139,1040,81.94
2026-01-02T03:00+02:00,2912,1194,80.61
2026-01-02T03:15+02:00,2912,1194,79.95
2026-01-02T03:30+02:00,2912,1194,77.64
2026-01-02T03:45+02:00,2912,1194,75.39
2026-01-02T04:00+02:00,2663,1404,74.71
2026-01-02T04:15+02:00,2663,1404,74.98
2026-01-02T04:30+02:00,2663,1404,80.28
2026-01-02T04:45+02:00,2663,1404,77.49
2026-01-02T05:00+02:00,2471,1656,80.19
2026-01-02T05:15+02:00,2471,1656,77.71
2026-01-02T05:30+02:00,2471,1656,80.35
2026-01-02T05:45+02:00,2471,1656,80.34
2026-01-02T06:00+02:00,2469,1862,81.67
2026-01-02T06:15+02:00,2469,1862,81.07
2026-01-02T06:30+02:00,2469,1862,84.06
2026-01-02T06:45+02:00,2469,1862,97.3
2026-01-02T07:00+02:00,2807,1977,98.13
2026-01-02T07:15+02:00,2807,1977,101.47
2026-01-02T07:30+02:00,2807,1977,104.05
2026-01-02T07:45+02:00,2807,1977,118.12
2026-01-02T08:00+02:00,2825,2975,104.05
2026-01-02T08:15+02:00,2825,2975,104.05
2026-01-02T08:30+02:00,2825,2975,104.06
2026-01-02T08:45+02:00,2825,2975,104.05
2026-01-02T09:00+02:00,2529,4174,98.87
2026-01-02T09:15+02:00,2529,4174,98.95
2026-01-02T09:30+02:00,2529,4174,98.96
2026-01-02T09:45+02:00,2529,4174,87.66
2026-01-02T10:00+02:00,2513,4872,100.96
2026-01-02T10:15+02:00,2513,4872,95.28
2026-01-02T10:30+02:00,2513,4872,86.67
2026-01-02T10:45+02:00,2513,4872,81.1
2026-01-02T11:00+02:00,2652,5338,94.23
2026-01-02T11:15+02:00,2652,5338,86.1
2026-01-02T11:30+02:00,2652,5338,81.74
2026-01-02T11:45+02:00,2652,5338,79.79
2026-01-02T12:00+02:00,2255,5898,84.56
2026-01-02T12:15+02:00,2255,5898,83.45
2026-01-02T12:30+02:00,2255,5898,82.94
2026-01-02T12:45+02:00,2255,5898,81.08
2026-01-02T13:00+02:00,2074,5885,26.67
2026-01-02T13:15+02:00,2074,5885,55.5
2026-01-02T13:30+02:00,2074,5885,77.47
2026-01-02T13:45+02:00,2074,5885,80.36
2026-01-02T14:00+02:00,2270,5321,77.21
2026-01-02T14:15+02:00,2270,5321,80.59
2026-01-02T14:30+02:00,2270,5321,83.76
2026-01-02T14:45+02:00,2270,5321,87.47
2026-01-02T15:00+02:00,3005,4280,81.5
2026-01-02T15:15+02:00,3005,4280,85.47
2026-01-02T15:30+02:00,3005,4280,98.68
2026-01-02T15:45+02:00,3005,4280,105.75
2026-01-02T16:00+02:00,3617,3402,91.66
2026-01-02T16:15+02:00,3617,3402,98.65
2026-01-02T16:30+02:00,3617,3402,110.82
2026-01-02T16:45+02:00,3617,3402,122.92
2026-01-02T17:00+02:00,3595,3377,108.64
2026-01-02T17:15+02:00,3595,3377,120.92
2026-01-02T17:30+02:00,3595,3377,117.44
2026-01-02T17:45+02:00,3595,3377,117.9
2026-01-02T18:00+02:00,3666,3673,125.85
2026-01-02T18:15+02:00,3666,3673,116.24
2026-01-02T18:30+02:00,3666,3673,115.04
2026-01-02T18:45+02:00,3666,3673,114.72
2026-01-02T19:00+02:00,3660,3853,115.91
2026-01-02T19:15+02:00,3660,3853,121.12
2026-01-02T19:30+02:00,3660,3853,113.79
2026-01-02T19:45+02:00,3660,3853,114.3
2026-01-02T20:00+02:00,3434,3682,117.06
2026-01-02T20:15+02:00,3434,3682,120.11
2026-01-02T20:30+02:00,3434,3682,120.19
2026-01-02T20:45+02:00,3434,3682,115.52
2026-01-02T21:00+02:00,3458,3571,124.21
2026-01-02T21:15+02:00,3458,3571,116.5
2026-01-02T21:30+02:00,3458,3571,115.23
2026-01-02T21:45+02:00,3458,3571,104.05
2026-01-02T22:00+02:00,3517,3617,116.74
2026-01-02T22:15+02:00,3517,3617,104.06
2026-01-02T22:30+02:00,3517,3617,101.18
2026-01-02T22:45+02:00,3517,3617,92.22
2026-01-02T23:00+02:00,3629,3598,104.06
2026-01-02T23:15+02:00,3629,3598,97.46
2026-01-02T23:30+02:00,3629,3598,93.64
2026-01-02T23:45+02:00,3629,3598,85.57
2026-01-03T00:00+02:00,3023,3601,87.37
2026-01-03T00:15+02:00,3023,3601,83.59
2026-01-03T00:30+02:00,3023,3601,83.14
2026-01-03T00:45+02:00,3023,3601,78.97
2026-01-03T01:00+02:00,3201,3418,84.34
2026-01-03T01:15+02:00,3201,3418,82.79
2026-01-03T01:30+02:00,3201,3418,78.84
2026-01-03T01:45+02:00,3201,3418,75.74
2026-01-03T02:00+02:00,2617,3460,80.9
2026-01-03T02:15+02:00,2617,3460,77.99
2026-01-03T02:30+02:00,2617,3460,79.53
2026-01-03T02:45+02:00,2617,3460,81.7
2026-01-03T03:00+02:00,2349,3464,84.33
2026-01-03T03:15+02:00,2349,3464,81.01
2026-01-03T03:30+02:00,2349,3464,79.11
2026-01-03T03:45+02:00,2349,3464,78.57
2026-01-03T04:00+02:00,2235,3473,82.51
2026-01-03T04:15+02:00,2235,3473,81.1
2026-01-03T04:30+02:00,2235,3473,79.26
2026-01-03T04:45+02:00,2235,3473,76.35
2026-01-03T05:00+02:00,2271,3430,79.14
2026-01-03T05:15+02:00,2271,3430,77.07
2026-01-03T05:30+02:00,2271,3430,76.58
2026-01-03T05:45+02:00,2271,3430,76.73
2026-01-03T06:00+02:00,2235,3486,75.02
2026-01-03T06:15+02:00,2235,3486,75.81
2026-01-03T06:30+02:00,2235,3486,75.3
2026-01-03T06:45+02:00,2235,3486,79.06
2026-01-03T07:00+02:00,2170,3538,76.93
2026-01-03T07:15+02:00,2170,3538,77.27
2026-01-03T07:30+02:00,2170,3538,79.36
2026-01-03T07:45+02:00,2170,3538,83.66
2026-01-03T08:00+02:00,2353,3933,78.56
2026-01-03T08:15+02:00,2353,3933,82
2026-01-03T08:30+02:00,2353,3933,86.34
2026-01-03T08:45+02:00,2353,3933,88.79
2026-01-03T09:00+02:00,2551,4853,87.85
2026-01-03T09:15+02:00,2551,4853,90.35
2026-01-03T09:30+02:00,2551,4853,91.91
2026-01-03T09:45+02:00,2551,4853,92.65
2026-01-03T10:00+02:00,2424,5524,95.05
2026-01-03T10:15+02:00,2424,5524,88.86
2026-01-03T10:30+02:00,2424,5524,86.25
2026-01-03T10:45+02:00,2424,5524,85.25
2026-01-03T11:00+02:00,2626,5621,85.76
2026-01-03T11:15+02:00,2626,5621,85.44
2026-01-03T11:30+02:00,2626,5621,84.85
2026-01-03T11:45+02:00,2626,5621,84.69
2026-01-03T12:00+02:00,3447,5263,85.19
2026-01-03T12:15+02:00,3447,5263,85.14
2026-01-03T12:30+02:00,3447,5263,85.13
2026-01-03T12:45+02:00,3447,5263,84.97
2026-01-03T13:00+02:00,3608,5102,83.26
2026-01-03T13:15+02:00,3608,5102,83.72
2026-01-03T13:30+02:00,3608,5102,84.03
2026-01-03T13:45+02:00,3608,5102,84.61
2026-01-03T14:00+02:00,3716,4707,85.03
2026-01-03T14:15+02:00,3716,4707,85.07
2026-01-03T14:30+02:00,3716,4707,74.94
2026-01-03T14:45+02:00,3716,4707,76.82
2026-01-03T15:00+02:00,4126,4224,81.99
2026-01-03T15:15+02:00,4126,4224,83.44
2026-01-03T15:30+02:00,4126,4224,83.58
2026-01-03T15:45+02:00,4126,4224,85.05
2026-01-03T16:00+02:00,4162,3967,90
2026-01-03T16:15+02:00,4162,3967,94.79
2026-01-03T16:30+02:00,4162,3967,96.59
2026-01-03T16:45+02:00,4162,3967,98.08
2026-01-03T17:00+02:00,4204,3936,102.88
2026-01-03T17:15+02:00,4204,3936,111.05
2026-01-03T17:30+02:00,4204,3936,112.28
2026-01-03T17:45+02:00,4204,3936,106.21
2026-01-03T18:00+02:00,4176,4253,113.87
2026-01-03T18:15+02:00,4176,4253,110.11
2026-01-03T18:30+02:00,4176,4253,111.01
2026-01-03T18:45+02:00,4176,4253,111.91
2026-01-03T19:00+02:00,3971,4345,114.95
2026-01-03T19:15+02:00,3971,4345,112.35
2026-01-03T19:30+02:00,3971,4345,111.64
2026-01-03T19:45+02:00,3971,4345,108.36
2026-01-03T20:00+02:00,3881,4317,108.55
2026-01-03T20:15+02:00,3881,4317,104.54
2026-01-03T20:30+02:00,3881,4317,111.24
2026-01-03T20:45+02:00,3881,4317,111.8
2026-01-03T21:00+02:00,4077,3999,100.49
2026-01-03T21:15+02:00,4077,3999,109.08
2026-01-03T21:30+02:00,4077,3999,103.85
2026-01-03T21:45+02:00,4077,3999,98.99
2026-01-03T22:00+02:00,3958,3697,96.63
2026-01-03T22:15+02:00,3958,3697,96.08
2026-01-03T22:30+02:00,3958,3697,95.69
2026-01-03T22:45+02:00,3958,3697,95.74
2026-01-03T23:00+02:00,3758,3577,95.62
2026-01-03T23:15+02:00,3758,3577,89.37
2026-01-03T23:30+02:00,3758,3577,87.91
2026-01-03T23:45+02:00,3758,3577,86.86
2026-01-04T00:00+02:00,3363,3563,83.6
2026-01-04T00:15+02:00,3363,3563,82.15
2026-01-04T00:30+02:00,3363,3563,82
2026-01-04T00:45+02:00,3363,3563,81.34
2026-01-04T01:00+02:00,2876,3475,84.48
2026-01-04T01:15+02:00,2876,3475,82.67
2026-01-04T01:30+02:00,2876,3475,87.78
2026-01-04T01:45+02:00,2876,3475,84.08
2026-01-04T02:00+02:00,2463,3562,87.72
2026-01-04T02:15+02:00,2463,3562,85.43
2026-01-04T02:30+02:00,2463,3562,84.24
2026-01-04T02:45+02:00,2463,3562,83.93
2026-01-04T03:00+02:00,2640,3529,87.13
2026-01-04T03:15+02:00,2640,3529,84.85
2026-01-04T03:30+02:00,2640,3529,84.18
2026-01-04T03:45+02:00,2640,3529,84.01
2026-01-04T04:00+02:00,2599,3486,85.31
2026-01-04T04:15+02:00,2599,3486,83.87
2026-01-04T04:30+02:00,2599,3486,83.43
2026-01-04T04:45+02:00,2599,3486,83.05
2026-01-04T05:00+02:00,2474,3549,82.6
2026-01-04T05:15+02:00,2474,3549,82.19
2026-01-04T05:30+02:00,2474,3549,82.41
2026-01-04T05:45+02:00,2474,3549,83.03
2026-01-04T06:00+02:00,2032,3609,82.51
2026-01-04T06:15+02:00,2032,3609,83.18
2026-01-04T06:30+02:00,2032,3609,84.01
2026-01-04T06:45+02:00,2032,3609,83.93
2026-01-04T07:00+02:00,1934,3540,82.78
2026-01-04T07:15+02:00,1934,3540,84.41
2026-01-04T07:30+02:00,1934,3540,83.85
2026-01-04T07:45+02:00,1934,3540,84.79
2026-01-04T08:00+02:00,2048,3769,85.2
2026-01-04T08:15+02:00,2048,3769,85.16
2026-01-04T08:30+02:00,2048,3769,86.9
2026-01-04T08:45+02:00,2048,3769,90.1
2026-01-04T09:00+02:00,2144,4705,86.96
2026-01-04T09:15+02:00,2144,4705,88.2
2026-01-04T09:30+02:00,2144,4705,88.85
2026-01-04T09:45+02:00,2144,4705,89.59
2026-01-04T10:00+02:00,1648,5786,94.02
2026-01-04T10:15+02:00,1648,5786,88.47
2026-01-04T10:30+02:00,1648,5786,84.19
2026-01-04T10:45+02:00,1648,5786,77.39
2026-01-04T11:00+02:00,1251,6697,85.21
2026-01-04T11:15+02:00,1251,6697,83.33
2026-01-04T11:30+02:00,1251,6697,83.16
2026-01-04T11:45+02:00,1251,6697,60
2026-01-04T12:00+02:00,1479,6829,60
2026-01-04T12:15+02:00,1479,6829,60
2026-01-04T12:30+02:00,1479,6829,60
2026-01-04T12:45+02:00,1479,6829,60
2026-01-04T13:00+02:00,1740,6271,60
2026-01-04T13:15+02:00,1740,6271,83.16
2026-01-04T13:30+02:00,1740,6271,84.66
2026-01-04T13:45+02:00,1740,6271,85.58
2026-01-04T14:00+02:00,1970,5768,84.2
2026-01-04T14:15+02:00,1970,5768,85.27
2026-01-04T14:30+02:00,1970,5768,86.19
2026-01-04T14:45+02:00,1970,5768,89.45
2026-01-04T15:00+02:00,2124,5276,83.5
2026-01-04T15:15+02:00,2124,5276,89.51
2026-01-04T15:30+02:00,2124,5276,96.88
2026-01-04T15:45+02:00,2124,5276,102.33
2026-01-04T16:00+02:00,3039,4302,83.8
2026-01-04T16:15+02:00,3039,4302,90.62
2026-01-04T16:30+02:00,3039,4302,97.88
2026-01-04T16:45+02:00,3039,4302,106.87
2026-01-04T17:00+02:00,3650,3912,103.01
2026-01-04T17:15+02:00,3650,3912,113.78
2026-01-04T17:30+02:00,3650,3912,116.34
2026-01-04T17:45+02:00,3650,3912,120.92
2026-01-04T18:00+02:00,3804,4114,113.99
2026-01-04T18:15+02:00,3804,4114,119.02
2026-01-04T18:30+02:00,3804,4114,117.5
2026-01-04T18:45+02:00,3804,4114,123.19
2026-01-04T19:00+02:00,3797,4243,121
2026-01-04T19:15+02:00,3797,4243,120.93
2026-01-04T19:30+02:00,3797,4243,119.49
2026-01-04T19:45+02:00,3797,4243,123.3
2026-01-04T20:00+02:00,3768,4135,109.66
2026-01-04T20:15+02:00,3768,4135,107.44
2026-01-04T20:30+02:00,3768,4135,100.19
2026-01-04T20:45+02:00,3768,4135,98.97
2026-01-04T21:00+02:00,4117,3766,99.11
2026-01-04T21:15+02:00,4117,3766,99.14
2026-01-04T21:30+02:00,4117,3766,110
2026-01-04T21:45+02:00,4117,3766,103.17
2026-01-04T22:00+02:00,4090,3540,106.87
2026-01-04T22:15+02:00,4090,3540,102.42
2026-01-04T22:30+02:00,4090,3540,98.5
2026-01-04T22:45+02:00,4090,3540,92.99
2026-01-04T23:00+02:00,3882,3296,98.79
2026-01-04T23:15+02:00,3882,3296,98.96
2026-01-04T23:30+02:00,3882,3296,97.83
2026-01-04T23:45+02:00,3882,3296,90.68
2026-01-05T00:00+02:00,3469,3209,87.52
2026-01-05T00:15+02:00,3469,3209,84.52
2026-01-05T00:30+02:00,3469,3209,84.81
2026-01-05T00:45+02:00,3469,3209,83.17
2026-01-05T01:00+02:00,2668,3075,54.5
2026-01-05T01:15+02:00,2668,3075,10
2026-01-05T01:30+02:00,2668,3075,10
2026-01-05T01:45+02:00,2668,3075,30.4
2026-01-05T02:00+02:00,2638,3073,57
2026-01-05T02:15+02:00,2638,3073,27.02
2026-01-05T02:30+02:00,2638,3073,10.01
2026-01-05T02:45+02:00,2638,3073,10
2026-01-05T03:00+02:00,2489,2982,0.01
2026-01-05T03:15+02:00,2489,2982,0.01
2026-01-05T03:30+02:00,2489,2982,56.75
2026-01-05T03:45+02:00,2489,2982,10.01
2026-01-05T04:00+02:00,2168,2929,51.55
2026-01-05T04:15+02:00,2168,2929,0.01
2026-01-05T04:30+02:00,2168,2929,0.01
2026-01-05T04:45+02:00,2168,2929,56.5
2026-01-05T05:00+02:00,2178,2986,16.53
2026-01-05T05:15+02:00,2178,2986,56.8
2026-01-05T05:30+02:00,2178,2986,65
2026-01-05T05:45+02:00,2178,2986,72.35
2026-01-05T06:00+02:00,2452,2972,68.05
2026-01-05T06:15+02:00,2452,2972,75.91
2026-01-05T06:30+02:00,2452,2972,76.81
2026-01-05T06:45+02:00,2452,2972,78.32
2026-01-05T07:00+02:00,2895,3077,79.66
2026-01-05T07:15+02:00,2895,3077,83.45
2026-01-05T07:30+02:00,2895,3077,85.99
2026-01-05T07:45+02:00,2895,3077,87.12
2026-01-05T08:00+02:00,3230,3283,87.69
2026-01-05T08:15+02:00,3230,3283,88.22
2026-01-05T08:30+02:00,3230,3283,88
2026-01-05T08:45+02:00,3230,3283,87.31
2026-01-05T09:00+02:00,3333,3911,89.19
2026-01-05T09:15+02:00,3333,3911,87.88
2026-01-05T09:30+02:00,3333,3911,86.37
2026-01-05T09:45+02:00,3333,3911,83.81
2026-01-05T10:00+02:00,2955,4462,87.05
2026-01-05T10:15+02:00,2955,4462,83.8
2026-01-05T10:30+02:00,2955,4462,80.88
2026-01-05T10:45+02:00,2955,4462,76.04
2026-01-05T11:00+02:00,3059,4539,77.04
2026-01-05T11:15+02:00,3059,4539,76.31
2026-01-05T11:30+02:00,3059,4539,75.35
2026-01-05T11:45+02:00,3059,4539,65
2026-01-05T12:00+02:00,3245,4732,76.3
2026-01-05T12:15+02:00,3245,4732,76.15
2026-01-05T12:30+02:00,3245,4732,76.21
2026-01-05T12:45+02:00,3245,4732,76.64
2026-01-05T13:00+02:00,3386,4671,75.75
2026-01-05T13:15+02:00,3386,4671,76.47
2026-01-05T13:30+02:00,3386,4671,77.51
2026-01-05T13:45+02:00,3386,4671,78.52
2026-01-05T14:00+02:00,3383,4486,78.04
2026-01-05T14:15+02:00,3383,4486,78.62
2026-01-05T14:30+02:00,3383,4486,80.21
2026-01-05T14:45+02:00,3383,4486,82.71
2026-01-05T15:00+02:00,3474,4083,77.51
2026-01-05T15:15+02:00,3474,4083,78.35
2026-01-05T15:30+02:00,3474,4083,79.29
2026-01-05T15:45+02:00,3474,4083,81.32
2026-01-05T16:00+02:00,3745,3708,82.89
2026-01-05T16:15+02:00,3745,3708,87.28
2026-01-05T16:30+02:00,3745,3708,88.51
2026-01-05T16:45+02:00,3745,3708,92.33
2026-01-05T17:00+02:00,4148,3516,94.58
2026-01-05T17:15+02:00,4148,3516,95.82
2026-01-05T17:30+02:00,4148,3516,97.34
2026-01-05T17:45+02:00,4148,3516,100.15
2026-01-05T18:00+02:00,4292,3693,105.14
2026-01-05T18:15+02:00,4292,3693,108.12
2026-01-05T18:30+02:00,4292,3693,103.36
2026-01-05T18:45+02:00,4292,3693,104.21
2026-01-05T19:00+02:00,3905,3692,96.28
2026-01-05T19:15+02:00,3905,3692,95.52
2026-01-05T19:30+02:00,3905,3692,95.5
2026-01-05T19:45+02:00,3905,3692,95.13
2026-01-05T20:00+02:00,3873,3600,94.84
2026-01-05T20:15+02:00,3873,3600,95.11
2026-01-05T20:30+02:00,3873,3600,94.17
2026-01-05T20:45+02:00,3873,3600,91.54
2026-01-05T21:00+02:00,3665,3489,90.08
2026-01-05T21:15+02:00,3665,3489,91.31
2026-01-05T21:30+02:00,3665,3489,92.89
2026-01-05T21:45+02:00,3665,3489,90.12
2026-01-05T22:00+02:00,3291,3450,89.33
2026-01-05T22:15+02:00,3291,3450,88.61
2026-01-05T22:30+02:00,3291,3450,87.64
2026-01-05T22:45+02:00,3291,3450,86.17
2026-01-05T23:00+02:00,3426,3127,85.99
2026-01-05T23:15+02:00,3426,3127,86
2026-01-05T23:30+02:00,3426,3127,85.19
2026-01-05T23:45+02:00,3426,3127,81.64
2026-01-06T00:00+02:00,3102,3049,78.68
2026-01-06T00:15+02:00,3102,3049,76.83
2026-01-06T00:30+02:00,3102,3049,76.2
2026-01-06T00:45+02:00,3102,3049,74.62
2026-01-06T01:00+02:00,3016,2987,85.61
2026-01-06T01:15+02:00,3016,2987,84.4
2026-01-06T01:30+02:00,3016,2987,82
2026-01-06T01:45+02:00,3016,2987,84.51
2026-01-06T02:00+02:00,2841,3006,84.92
2026-01-06T02:15+02:00,2841,3006,84.82
2026-01-06T02:30+02:00,2841,3006,83.94
2026-01-06T02:45+02:00,2841,3006,84
2026-01-06T03:00+02:00,2785,2884,84.3
2026-01-06T03:15+02:00,2785,2884,84.03
2026-01-06T03:30+02:00,2785,2884,84.11
2026-01-06T03:45+02:00,2785,2884,82.99
2026-01-06T04:00+02:00,2656,2804,77.99
2026-01-06T04:15+02:00,2656,2804,85.98
2026-01-06T04:30+02:00,2656,2804,86.08
2026-01-06T04:45+02:00,2656,2804,86.23
2026-01-06T05:00+02:00,2927,2919,86.57
2026-01-06T05:15+02:00,2927,2919,86.77
2026-01-06T05:30+02:00,2927,2919,87.2
2026-01-06T05:45+02:00,2927,2919,87.9
2026-01-06T06:00+02:00,2563,3065,89.18
2026-01-06T06:15+02:00,2563,3065,90.86
2026-01-06T06:30+02:00,2563,3065,90.71
2026-01-06T06:45+02:00,2563,3065,96.55
2026-01-06T07:00+02:00,2571,3180,91
2026-01-06T07:15+02:00,2571,3180,95.4
2026-01-06T07:30+02:00,2571,3180,90.05
2026-01-06T07:45+02:00,2571,3180,91.21
2026-01-06T08:00+02:00,2492,3598,97.61
2026-01-06T08:15+02:00,2492,3598,96.28
2026-01-06T08:30+02:00,2492,3598,95.06
2026-01-06T08:45+02:00,2492,3598,89.82
2026-01-06T09:00+02:00,2064,4356,88.15
2026-01-06T09:15+02:00,2064,4356,86.45
2026-01-06T09:30+02:00,2064,4356,82.06
2026-01-06T09:45+02:00,2064,4356,41.75
2026-01-06T10:00+02:00,1773,5177,86.73
2026-01-06T10:15+02:00,1773,5177,81.59
2026-01-06T10:30+02:00,1773,5177,75.74
2026-01-06T10:45+02:00,1773,5177,60
2026-01-06T11:00+02:00,1466,6055,81.47
2026-01-06T11:15+02:00,1466,6055,70
2026-01-06T11:30+02:00,1466,6055,60
2026-01-06T11:45+02:00,1466,6055,60
2026-01-06T12:00+02:00,1743,5980,60
2026-01-06T12:15+02:00,1743,5980,75.62
2026-01-06T12:30+02:00,1743,5980,65.85
2026-01-06T12:45+02:00,1743,5980,68.26
2026-01-06T13:00+02:00,2004,5839,52.5
2026-01-06T13:15+02:00,2004,5839,69.59
2026-01-06T13:30+02:00,2004,5839,75.76
2026-01-06T13:45+02:00,2004,5839,77.01
2026-01-06T14:00+02:00,2300,5190,76.43
2026-01-06T14:15+02:00,2300,5190,79.04
2026-01-06T14:30+02:00,2300,5190,85.15
2026-01-06T14:45+02:00,2300,5190,86.32
2026-01-06T15:00+02:00,3008,4143,82
2026-01-06T15:15+02:00,3008,4143,85.44
2026-01-06T15:30+02:00,3008,4143,86.32
2026-01-06T15:45+02:00,3008,4143,89.87
2026-01-06T16:00+02:00,3407,3344,83.05
2026-01-06T16:15+02:00,3407,3344,86.05
2026-01-06T16:30+02:00,3407,3344,86.12
2026-01-06T16:45+02:00,3407,3344,88.91
2026-01-06T17:00+02:00,3744,3347,88.6
2026-01-06T17:15+02:00,3744,3347,89.09
2026-01-06T17:30+02:00,3744,3347,90.97
2026-01-06T17:45+02:00,3744,3347,94.08
2026-01-06T18:00+02:00,3920,3595,98.45
2026-01-06T18:15+02:00,3920,3595,98.6
2026-01-06T18:30+02:00,3920,3595,95.89
2026-01-06T18:45+02:00,3920,3595,94.94
2026-01-06T19:00+02:00,3546,3894,94
2026-01-06T19:15+02:00,3546,3894,93.82
2026-01-06T19:30+02:00,3546,3894,94.99
